id,ts,amount,currency,channel,upi_id_masked,description,user_id
TXN00004686,2024-05-07T11:40:41,136.62,INR,Paytm,911585672@okhdfcbank,Money sent to 911585672@okhdfcbank. Rs 136.62. Ref 121341772523.,user_0038
TXN00002567,2025-05-01T21:51:36,176.98,INR,Paytm,520396@okhdfcbank,Txn to 520396@okhdfcbank of Rs 176.98. Ref 545069909298.,user_0299
TXN00002422,2025-11-04T15:18:48,3437.65,INR,UPI,375360@okhdfcbank,Debited Rs 3437.65 to 375360@okhdfcbank. Ref:949456459413,user_0229
TXN00001301,2025-06-10T11:49:11,781.91,INR,UPI,855772@phonepe,Debited Rs 781.91 to 855772@phonepe. Ref:461115568749,user_0360
TXN00000761,2024-06-05T14:35:08,202.64,INR,UPI,840484@okhdfcbank,Money sent to 840484@okhdfcbank. Rs 202.64. Ref 913893565651.,user_0150
TXN00000354,2025-10-15T09:58:11,136.4,INR,UPI,762176@okicici,Payment Rs 136.40 to 762176@okicici. TXN 532027899483,user_0181
TXN00002989,2024-02-04T10:27:57,175.92,INR,PhonePe,588019@axl,Payment Rs 175.92 to 588019@axl. TXN 699949970886,user_0102
TXN00000748,2024-11-28T13:08:24,350.51,INR,PhonePe,840484@okhdfcbank,Paid Rs 350.51 to 840484@okhdfcbank. UTR 717388890916.,user_0159
TXN00004711,2024-05-06T21:15:14,322.36,INR,PhonePe,929205932@axl,"UPI Dr to 929205932@axl, Rs 322.36. Ref 386191880390.",user_0026
TXN00000477,2024-06-26T12:36:02,199.9,INR,PhonePe,177350@airtelpaymentsbank,Txn to 177350@airtelpaymentsbank of Rs 199.90. Ref 188888371942.,user_0075
TXN00000362,2025-02-23T20:26:11,972.44,INR,GPay,762176@okicici,Debited Rs 972.44 to 762176@okicici. Ref:914673480591,user_0176
TXN00001897,2025-10-01T11:25:44,6482.48,INR,GPay,666787@phonepe,Payment Rs 6482.48 to 666787@phonepe. TXN 624297906166,user_0011
TXN00004144,2024-01-13T17:10:17,616.11,INR,Paytm,982539950@ibl,Paid Rs 616.11 to 982539950@ibl. UTR 955408613911.,user_0166
TXN00000353,2025-12-27T08:11:55,413.98,INR,PhonePe,762176@okicici,"UPI Dr to 762176@okicici, Rs 413.98. Ref 608633301425.",user_0419
TXN00002853,2025-10-04T12:26:32,481.91,INR,Paytm,257666@axl,Debited Rs 481.91 to 257666@axl. Ref:818607463669,user_0159
TXN00004458,2025-07-26T20:39:39,787.82,INR,GPay,942714629@okhdfcbank,"UPI Dr to 942714629@okhdfcbank, Rs 787.82. Ref 752653380686.",user_0324
TXN00002328,2025-06-01T18:03:55,921.36,INR,PhonePe,964255@okaxis,Payment Rs 921.36 to 964255@okaxis. TXN 171278035992,user_0314
TXN00003768,2024-04-02T06:44:17,289.63,INR,PhonePe,905810848@okicici,Money sent to 905810848@okicici. Rs 289.63. Ref 129014113577.,user_0229
TXN00001399,2024-08-30T10:00:01,574.93,INR,Paytm,494990@paytm,"UPI Dr to 494990@paytm, Rs 574.93. Ref 443199737113.",user_0063
TXN00000483,2024-12-11T22:39:52,86.21,INR,Paytm,177350@airtelpaymentsbank,Payment Rs 86.21 to 177350@airtelpaymentsbank. TXN 260007496822,user_0424
TXN00001437,2025-12-25T10:37:37,61.77,INR,GPay,494990@paytm,"UPI Dr to 494990@paytm, Rs 61.77. Ref 720594632238.",user_0308
TXN00002297,2024-10-15T12:48:03,480.31,INR,Paytm,379290@okaxis,Payment Rs 480.31 to 379290@okaxis. TXN 645582139031,user_0104
TXN00004265,2025-12-14T20:55:54,93.4,INR,UPI,985654801@phonepe,Txn to 985654801@phonepe of Rs 93.40. Ref 398860368255.,user_0043
TXN00001275,2025-11-03T15:22:53,125.37,INR,GPay,855772@phonepe,Debited Rs 125.37 to 855772@phonepe. Ref:158502924113,user_0019
TXN00000014,2025-01-25T14:31:43,13.72,INR,PhonePe,180325@ybl,Txn to 180325@ybl of Rs 13.72. Ref 799622841994.,user_0122
TXN00003654,2025-03-19T12:09:03,198.93,INR,Paytm,936065733@okhdfcbank,Payment Rs 198.93 to 936065733@okhdfcbank. TXN 336509551477,user_0115
TXN00003796,2025-04-28T11:15:32,1941.08,INR,Paytm,992746044@phonepe,"UPI Dr to 992746044@phonepe, Rs 1941.08. Ref 844946787092.",user_0065
TXN00003060,2025-11-25T12:00:42,25.45,INR,Paytm,178884@okicici,Debited Rs 25.45 to 178884@okicici. Ref:835195953661,user_0246
TXN00002603,2024-04-01T09:56:29,73.17,INR,Paytm,185019@paytm,Paid Rs 73.17 to 185019@paytm. UTR 737469369004.,user_0128
TXN00000709,2024-04-03T22:53:27,61.85,INR,PhonePe,803409@paytm,Paid Rs 61.85 to 803409@paytm. UTR 792406405828.,user_0193
TXN00001677,2024-02-05T10:50:24,532.42,INR,UPI,599125@okhdfcbank,Money sent to 599125@okhdfcbank. Rs 532.42. Ref 986201283485.,user_0182
TXN00002071,2024-01-01T09:04:32,60.66,INR,GPay,802655@paytm,Paid Rs 60.66 to 802655@paytm. UTR 670084093582.,user_0337
TXN00002821,2025-11-01T13:15:53,8225.58,INR,GPay,824408@axl,Payment Rs 8225.58 to 824408@axl. TXN 997758413292,user_0264
TXN00000814,2024-08-02T06:50:31,60.12,INR,GPay,840484@okhdfcbank,Money sent to 840484@okhdfcbank. Rs 60.12. Ref 811034399473.,user_0451
TXN00002493,2024-05-05T13:39:48,77.38,INR,UPI,225817@paytm,Money sent to 225817@paytm. Rs 77.38. Ref 761940569378.,user_0479
TXN00004699,2024-10-18T13:14:30,95.86,INR,PhonePe,955596942@oksbi,Txn to 955596942@oksbi of Rs 95.86. Ref 788111028240.,user_0065
TXN00000183,2024-01-07T09:20:45,11.53,INR,Paytm,180325@ybl,Payment Rs 11.53 to 180325@ybl. TXN 211533303478,user_0359
TXN00003684,2025-02-19T17:40:46,252.14,INR,Paytm,982717341@okaxis,Txn to 982717341@okaxis of Rs 252.14. Ref 204560990847.,user_0038
TXN00000707,2025-11-06T22:57:25,310.74,INR,UPI,803409@paytm,Txn to 803409@paytm of Rs 310.74. Ref 156434128662.,user_0400
TXN00004801,2024-06-13T13:31:48,208.14,INR,PhonePe,931944958@ybl,Money sent to 931944958@ybl. Rs 208.14. Ref 183219363169.,user_0316
TXN00001093,2025-01-20T08:55:25,6179.14,INR,GPay,807457@axl,Txn to 807457@axl of Rs 6179.14. Ref 880776771719.,user_0342
TXN00002986,2024-02-01T17:01:46,165.17,INR,PhonePe,588019@axl,"UPI Dr to 588019@axl, Rs 165.17. Ref 870516704520.",user_0491
TXN00004376,2024-03-27T23:38:07,503.3,INR,PhonePe,985982846@phonepe,Money sent to 985982846@phonepe. Rs 503.30. Ref 402537668997.,user_0010
TXN00002055,2024-04-05T10:34:24,65.3,INR,PhonePe,373554@paytm,Payment Rs 65.30 to 373554@paytm. TXN 301862041703,user_0382
TXN00003119,2025-04-25T22:03:35,95.47,INR,Paytm,172782@okicici,Payment Rs 95.47 to 172782@okicici. TXN 513735292773,user_0495
TXN00003380,2025-11-15T22:14:36,26.14,INR,Paytm,909911314@phonepe,Txn to 909911314@phonepe of Rs 26.14. Ref 471522636354.,user_0227
TXN00004226,2025-04-13T14:08:25,58.03,INR,Paytm,956577189@axl,Debited Rs 58.03 to 956577189@axl. Ref:394186858811,user_0439
TXN00000267,2024-06-25T10:14:21,252.83,INR,UPI,762176@okicici,Txn to 762176@okicici of Rs 252.83. Ref 369932415244.,user_0362
TXN00000252,2024-02-09T22:42:45,572.63,INR,PhonePe,762176@okicici,Txn to 762176@okicici of Rs 572.63. Ref 268022906452.,user_0008
TXN00002743,2025-08-03T19:36:55,793.83,INR,PhonePe,957608@okhdfcbank,"UPI Dr to 957608@okhdfcbank, Rs 793.83. Ref 193557968321.",user_0398
TXN00002735,2025-11-24T08:25:28,114.57,INR,UPI,196966@phonepe,Payment Rs 114.57 to 196966@phonepe. TXN 787816121220,user_0449
TXN00004425,2025-08-18T14:37:06,31.61,INR,Paytm,934329245@ybl,Paid Rs 31.61 to 934329245@ybl. UTR 609121319535.,user_0474
TXN00003929,2025-06-30T20:37:47,232.15,INR,Paytm,918669092@oksbi,Money sent to 918669092@oksbi. Rs 232.15. Ref 859824567755.,user_0217
TXN00003885,2024-05-12T14:11:50,110.17,INR,GPay,939343658@phonepe,Debited Rs 110.17 to 939343658@phonepe. Ref:251602148843,user_0219
TXN00002722,2024-02-28T17:24:40,129.3,INR,UPI,197718@ybl,Paid Rs 129.30 to 197718@ybl. UTR 324581349823.,user_0182
TXN00000059,2024-09-29T19:04:57,46.46,INR,Paytm,180325@ybl,"UPI Dr to 180325@ybl, Rs 46.46. Ref 268848363488.",user_0141
TXN00002115,2025-09-05T16:58:51,32.69,INR,Paytm,181509@okhdfcbank,Debited Rs 32.69 to 181509@okhdfcbank. Ref:948187098597,user_0427
TXN00001501,2024-05-05T08:18:59,61.17,INR,GPay,494990@paytm,Money sent to 494990@paytm. Rs 61.17. Ref 102736032712.,user_0116
TXN00002958,2024-06-24T14:34:37,49.39,INR,Paytm,781738@paytm,Paid Rs 49.39 to 781738@paytm. UTR 527681414044.,user_0053
TXN00004382,2025-04-19T18:11:36,305.32,INR,Paytm,922192808@ibl,Money sent to 922192808@ibl. Rs 305.32. Ref 265504178543.,user_0252
TXN00004099,2024-01-30T20:47:05,16.99,INR,UPI,940671710@phonepe,Payment Rs 16.99 to 940671710@phonepe. TXN 735926253506,user_0147
TXN00002906,2024-07-21T10:05:06,110.43,INR,Paytm,659673@okicici,Payment Rs 110.43 to 659673@okicici. TXN 219747389298,user_0479
TXN00001297,2024-11-06T18:10:52,229.42,INR,PhonePe,855772@phonepe,"UPI Dr to 855772@phonepe, Rs 229.42. Ref 449745706066.",user_0315
TXN00003475,2025-07-10T18:00:06,256.32,INR,UPI,972774874@okaxis,Paid Rs 256.32 to 972774874@okaxis. UTR 880655444738.,user_0024
TXN00002753,2025-07-30T18:18:09,262.18,INR,GPay,116165@oksbi,Debited Rs 262.18 to 116165@oksbi. Ref:784904533514,user_0093
TXN00004401,2024-05-01T22:20:48,915.15,INR,PhonePe,944897184@paytm,"UPI Dr to 944897184@paytm, Rs 915.15. Ref 280788299738.",user_0190
TXN00001363,2024-09-11T14:43:09,105.79,INR,UPI,494990@paytm,Debited Rs 105.79 to 494990@paytm. Ref:103585162922,user_0415
TXN00000069,2025-12-13T12:12:58,306.75,INR,GPay,180325@ybl,Money sent to 180325@ybl. Rs 306.75. Ref 447707311500.,user_0146
TXN00003021,2024-02-18T22:30:26,82.95,INR,GPay,773942@axl,"UPI Dr to 773942@axl, Rs 82.95. Ref 134394935211.",user_0003
TXN00003954,2024-10-28T23:21:25,1167.26,INR,GPay,995920926@ibl,Txn to 995920926@ibl of Rs 1167.26. Ref 367509310840.,user_0017
TXN00002684,2025-08-18T08:41:14,101.06,INR,PhonePe,371360@axl,Money sent to 371360@axl. Rs 101.06. Ref 606194887001.,user_0224
TXN00000796,2024-04-11T06:34:30,255.68,INR,Paytm,840484@okhdfcbank,Paid Rs 255.68 to 840484@okhdfcbank. UTR 945687628717.,user_0007
TXN00003493,2024-05-04T11:30:36,55.88,INR,PhonePe,965786327@phonepe,Money sent to 965786327@phonepe. Rs 55.88. Ref 209845876887.,user_0434
TXN00001137,2025-09-09T12:58:00,22.06,INR,UPI,807457@axl,Paid Rs 22.06 to 807457@axl. UTR 454492193599.,user_0409
TXN00002229,2025-06-16T19:10:48,97.47,INR,PhonePe,405049@paytm,"UPI Dr to 405049@paytm, Rs 97.47. Ref 291186917262.",user_0373
TXN00003514,2025-08-05T18:34:48,554.87,INR,UPI,927053493@phonepe,Money sent to 927053493@phonepe. Rs 554.87. Ref 767653411427.,user_0365
TXN00000400,2025-11-07T20:24:44,451.36,INR,Paytm,177350@airtelpaymentsbank,Money sent to 177350@airtelpaymentsbank. Rs 451.36. Ref 310929969245.,user_0131
TXN00001288,2025-04-08T08:59:05,347.29,INR,PhonePe,855772@phonepe,Payment Rs 347.29 to 855772@phonepe. TXN 647024200320,user_0021
TXN00004480,2024-10-15T11:44:55,1037.2,INR,UPI,923055032@gpay,Money sent to 923055032@gpay. Rs 1037.20. Ref 349748766751.,user_0306
TXN00002911,2025-09-17T12:34:56,31.98,INR,UPI,211378@paytm,"UPI Dr to 211378@paytm, Rs 31.98. Ref 206371284299.",user_0167
TXN00002612,2025-10-09T14:43:49,27.36,INR,PhonePe,639443@oksbi,Txn to 639443@oksbi of Rs 27.36. Ref 513823991821.,user_0248
TXN00001817,2025-10-04T09:41:30,74.11,INR,PhonePe,310545@okaxis,Debited Rs 74.11 to 310545@okaxis. Ref:185016295147,user_0354
TXN00000230,2024-12-18T12:40:38,3442.99,INR,PhonePe,762176@okicici,Payment Rs 3442.99 to 762176@okicici. TXN 580048687747,user_0400
TXN00004613,2024-11-03T07:19:29,113.8,INR,UPI,902899950@okicici,"UPI Dr to 902899950@okicici, Rs 113.80. Ref 621116347731.",user_0242
TXN00003465,2025-12-03T20:59:44,270.85,INR,Paytm,999665984@okhdfcbank,Paid Rs 270.85 to 999665984@okhdfcbank. UTR 843939732003.,user_0305
TXN00003417,2024-11-06T08:01:43,401.83,INR,GPay,929687647@phonepe,Payment Rs 401.83 to 929687647@phonepe. TXN 535200282642,user_0247
TXN00001719,2024-07-05T12:06:31,2211.9,INR,PhonePe,491694@ibl,Paid Rs 2211.90 to 491694@ibl. UTR 807766949925.,user_0324
TXN00000340,2025-09-05T21:56:37,191.02,INR,PhonePe,762176@okicici,Payment Rs 191.02 to 762176@okicici. TXN 734386121174,user_0391
TXN00000540,2025-01-13T10:05:44,253.5,INR,GPay,177350@airtelpaymentsbank,"UPI Dr to 177350@airtelpaymentsbank, Rs 253.50. Ref 833199639471.",user_0391
TXN00003486,2024-12-02T19:29:21,65.26,INR,UPI,911973358@phonepe,Money sent to 911973358@phonepe. Rs 65.26. Ref 389909866591.,user_0304
TXN00003568,2025-04-18T20:35:16,54.42,INR,GPay,977676793@okaxis,Paid Rs 54.42 to 977676793@okaxis. UTR 669996415454.,user_0279
TXN00000725,2025-09-08T15:19:19,436.52,INR,GPay,840484@okhdfcbank,Payment Rs 436.52 to 840484@okhdfcbank. TXN 144040325973,user_0044
TXN00003016,2025-11-17T09:10:25,866.2,INR,PhonePe,623004@okaxis,"UPI Dr to 623004@okaxis, Rs 866.20. Ref 505358456687.",user_0354
TXN00002891,2025-05-28T17:42:39,135.47,INR,PhonePe,371961@phonepe,Txn to 371961@phonepe of Rs 135.47. Ref 242402403519.,user_0117
TXN00004677,2024-06-25T19:41:12,967.38,INR,GPay,954914437@paytm,"UPI Dr to 954914437@paytm, Rs 967.38. Ref 149537816690.",user_0493
TXN00002922,2024-01-05T20:58:26,340.93,INR,GPay,960059@okaxis,Payment Rs 340.93 to 960059@okaxis. TXN 933043053787,user_0440
TXN00003663,2025-08-08T15:32:42,723.17,INR,Paytm,950363291@okaxis,Debited Rs 723.17 to 950363291@okaxis. Ref:774926906627,user_0221
TXN00002511,2025-03-01T17:04:23,1607.38,INR,Paytm,870102@okhdfcbank,Debited Rs 1607.38 to 870102@okhdfcbank. Ref:928213368112,user_0297
TXN00000119,2024-11-11T13:24:37,140.11,INR,GPay,180325@ybl,Txn to 180325@ybl of Rs 140.11. Ref 307611212794.,user_0389
TXN00001514,2025-03-05T22:03:38,156.19,INR,PhonePe,433717@okaxis,"UPI Dr to 433717@okaxis, Rs 156.19. Ref 466853839139.",user_0283
TXN00000157,2024-10-13T22:03:25,96.32,INR,PhonePe,180325@ybl,Payment Rs 96.32 to 180325@ybl. TXN 841521124944,user_0489
TXN00000426,2025-04-06T22:24:03,495.09,INR,GPay,177350@airtelpaymentsbank,"UPI Dr to 177350@airtelpaymentsbank, Rs 495.09. Ref 551495657858.",user_0357
TXN00003308,2025-02-06T19:36:59,227.79,INR,UPI,902508@ybl,Payment Rs 227.79 to 902508@ybl. TXN 178574399202,user_0193
TXN00004028,2025-01-24T15:36:48,28.78,INR,PhonePe,992647223@okicici,Txn to 992647223@okicici of Rs 28.78. Ref 336516461606.,user_0127
TXN00003075,2024-05-14T19:30:32,190.08,INR,GPay,269402@okicici,Money sent to 269402@okicici. Rs 190.08. Ref 591491656923.,user_0242
TXN00002653,2025-08-01T10:50:46,11675.83,INR,GPay,668497@axl,"UPI Dr to 668497@axl, Rs 11675.83. Ref 298246699122.",user_0192
TXN00003584,2024-07-15T21:46:52,966.56,INR,Paytm,980148180@ibl,Money sent to 980148180@ibl. Rs 966.56. Ref 336200868998.,user_0349
TXN00003072,2024-11-18T18:33:05,114.08,INR,Paytm,269402@okicici,Money sent to 269402@okicici. Rs 114.08. Ref 973817883617.,user_0092
TXN00003846,2025-09-01T14:39:03,99.14,INR,Paytm,932526038@okhdfcbank,Txn to 932526038@okhdfcbank of Rs 99.14. Ref 724103056195.,user_0071
TXN00004290,2025-04-24T16:37:22,5232.88,INR,PhonePe,914159588@ybl,Money sent to 914159588@ybl. Rs 5232.88. Ref 740828722647.,user_0002
TXN00002009,2025-10-01T16:26:17,86.83,INR,PhonePe,608049@okhdfcbank,Txn to 608049@okhdfcbank of Rs 86.83. Ref 351941753215.,user_0389
TXN00001862,2024-01-01T16:05:11,521.14,INR,Paytm,930274@axl,Payment Rs 521.14 to 930274@axl. TXN 648030045021,user_0072
TXN00002590,2025-08-15T14:29:27,17.6,INR,GPay,944884@axl,Money sent to 944884@axl. Rs 17.60. Ref 217705758120.,user_0326
TXN00002489,2025-01-05T14:16:52,379.66,INR,UPI,225817@paytm,Money sent to 225817@paytm. Rs 379.66. Ref 136005014590.,user_0284
TXN00001929,2024-08-05T15:57:07,24.18,INR,UPI,808231@ibl,Paid Rs 24.18 to 808231@ibl. UTR 996574742507.,user_0365
TXN00002942,2025-02-02T11:54:01,2274.12,INR,PhonePe,726687@phonepe,Debited Rs 2274.12 to 726687@phonepe. Ref:428739805373,user_0167
TXN00003536,2024-02-15T21:21:32,18.63,INR,Paytm,945431795@okaxis,"UPI Dr to 945431795@okaxis, Rs 18.63. Ref 738959882234.",user_0154
TXN00004570,2025-07-18T21:19:17,491.94,INR,UPI,917129130@ibl,Money sent to 917129130@ibl. Rs 491.94. Ref 988230335020.,user_0117
TXN00003373,2025-07-04T18:09:48,4677.64,INR,UPI,952375294@okicici,Payment Rs 4677.64 to 952375294@okicici. TXN 482555477106,user_0378
TXN00004824,2024-10-03T22:05:53,169.86,INR,GPay,916256924@ibl,Debited Rs 169.86 to 916256924@ibl. Ref:838540817093,user_0452
TXN00000235,2025-04-19T20:55:09,1432.63,INR,GPay,762176@okicici,Money sent to 762176@okicici. Rs 1432.63. Ref 566090718101.,user_0304
TXN00002562,2025-08-30T12:00:44,50.07,INR,Paytm,520396@okhdfcbank,Money sent to 520396@okhdfcbank. Rs 50.07. Ref 659569655110.,user_0324
TXN00004635,2025-04-02T19:08:12,136.49,INR,GPay,944878076@gpay,"UPI Dr to 944878076@gpay, Rs 136.49. Ref 924161644941.",user_0356
TXN00001037,2025-07-05T07:24:29,159.84,INR,PhonePe,184759@jio,"UPI Dr to 184759@jio, Rs 159.84. Ref 155374213431.",user_0262
TXN00004795,2025-08-28T22:32:47,43.11,INR,GPay,928324693@okaxis,Debited Rs 43.11 to 928324693@okaxis. Ref:223436813034,user_0137
TXN00002849,2025-11-22T22:05:41,743.85,INR,GPay,257666@axl,Money sent to 257666@axl. Rs 743.85. Ref 295189576319.,user_0415
TXN00000180,2025-11-01T14:41:45,134.96,INR,UPI,180325@ybl,Txn to 180325@ybl of Rs 134.96. Ref 394208516688.,user_0284
TXN00001632,2024-01-24T21:28:04,1525.46,INR,Paytm,433717@okaxis,Paid Rs 1525.46 to 433717@okaxis. UTR 329005056344.,user_0429
TXN00001961,2024-08-05T16:34:49,95.3,INR,PhonePe,524409@ibl,"UPI Dr to 524409@ibl, Rs 95.30. Ref 131209734658.",user_0241
TXN00002629,2024-03-01T21:22:47,127.98,INR,GPay,195307@okaxis,Paid Rs 127.98 to 195307@okaxis. UTR 517764245314.,user_0497
TXN00001127,2025-11-15T16:55:24,213.49,INR,Paytm,807457@axl,Txn to 807457@axl of Rs 213.49. Ref 239681029864.,user_0394
TXN00004121,2025-01-28T13:04:36,76.27,INR,GPay,936419201@gpay,"UPI Dr to 936419201@gpay, Rs 76.27. Ref 146933069670.",user_0455
TXN00000138,2025-05-18T20:29:16,71.08,INR,UPI,180325@ybl,Txn to 180325@ybl of Rs 71.08. Ref 225808831422.,user_0064
TXN00001119,2025-04-08T13:57:24,6725.91,INR,Paytm,807457@axl,Txn to 807457@axl of Rs 6725.91. Ref 556914151776.,user_0274
TXN00004717,2025-06-14T15:48:46,733.2,INR,Paytm,984447886@okhdfcbank,Payment Rs 733.20 to 984447886@okhdfcbank. TXN 659481699449,user_0381
TXN00000054,2024-07-31T20:39:21,48.02,INR,Paytm,180325@ybl,Payment Rs 48.02 to 180325@ybl. TXN 450187040369,user_0296
TXN00004771,2024-02-27T23:01:42,72.85,INR,GPay,963824080@axl,Paid Rs 72.85 to 963824080@axl. UTR 762379160746.,user_0110
TXN00001040,2024-09-08T14:55:14,128.38,INR,GPay,184759@jio,Payment Rs 128.38 to 184759@jio. TXN 600745022723,user_0366
TXN00004601,2025-07-29T20:14:28,6468.83,INR,GPay,945854807@phonepe,Txn to 945854807@phonepe of Rs 6468.83. Ref 502820108568.,user_0061
TXN00003732,2025-07-19T16:57:22,107.36,INR,UPI,944824560@paytm,Payment Rs 107.36 to 944824560@paytm. TXN 918820305238,user_0095
TXN00000386,2024-11-18T18:20:09,198.51,INR,GPay,177350@airtelpaymentsbank,Money sent to 177350@airtelpaymentsbank. Rs 198.51. Ref 117480509252.,user_0116
TXN00001346,2024-02-15T07:47:58,9761.43,INR,UPI,855772@phonepe,Paid Rs 9761.43 to 855772@phonepe. UTR 549796902324.,user_0071
TXN00001272,2024-03-14T17:46:01,339.76,INR,Paytm,855772@phonepe,Txn to 855772@phonepe of Rs 339.76. Ref 274228083107.,user_0101
TXN00002402,2025-03-01T14:21:46,128.07,INR,Paytm,832617@ibl,Txn to 832617@ibl of Rs 128.07. Ref 563830009847.,user_0019
TXN00003924,2024-05-13T10:58:13,35.63,INR,GPay,953358070@axl,Debited Rs 35.63 to 953358070@axl. Ref:193592170656,user_0454
TXN00000799,2025-11-06T08:24:23,500.2,INR,PhonePe,840484@okhdfcbank,Money sent to 840484@okhdfcbank. Rs 500.20. Ref 954217149467.,user_0491
TXN00004291,2024-02-02T07:55:50,6279.33,INR,GPay,914159588@ybl,Txn to 914159588@ybl of Rs 6279.33. Ref 689496474985.,user_0329
TXN00001479,2024-08-14T21:05:52,44.64,INR,GPay,494990@paytm,Paid Rs 44.64 to 494990@paytm. UTR 672815914981.,user_0050
TXN00001811,2024-05-04T14:50:57,556.82,INR,Paytm,310545@okaxis,Debited Rs 556.82 to 310545@okaxis. Ref:276834952017,user_0482
TXN00000803,2024-05-29T21:03:46,578.66,INR,UPI,840484@okhdfcbank,"UPI Dr to 840484@okhdfcbank, Rs 578.66. Ref 292768863793.",user_0015
TXN00000044,2025-11-10T20:36:22,80.09,INR,Paytm,180325@ybl,Debited Rs 80.09 to 180325@ybl. Ref:446832532771,user_0016
TXN00004276,2024-08-01T14:46:40,858.01,INR,PhonePe,977210488@ibl,Debited Rs 858.01 to 977210488@ibl. Ref:531160126949,user_0085
TXN00000734,2024-06-13T06:31:59,129.91,INR,GPay,840484@okhdfcbank,Txn to 840484@okhdfcbank of Rs 129.91. Ref 516713814762.,user_0127
TXN00004257,2025-12-24T18:05:41,84.57,INR,Paytm,933413003@ybl,Txn to 933413003@ybl of Rs 84.57. Ref 485929604188.,user_0074
TXN00001567,2025-05-17T20:16:15,91.45,INR,UPI,433717@okaxis,Paid Rs 91.45 to 433717@okaxis. UTR 775634266483.,user_0075
TXN00004459,2024-03-02T18:35:20,2856.86,INR,PhonePe,942714629@okhdfcbank,Txn to 942714629@okhdfcbank of Rs 2856.86. Ref 481338317947.,user_0157
TXN00003590,2025-02-28T20:15:06,62.82,INR,GPay,905723193@oksbi,Money sent to 905723193@oksbi. Rs 62.82. Ref 677010014800.,user_0029
TXN00002293,2025-04-17T19:25:40,122.31,INR,Paytm,379290@okaxis,Debited Rs 122.31 to 379290@okaxis. Ref:137950143314,user_0380
TXN00004183,2024-01-29T09:33:16,106.85,INR,UPI,987269150@gpay,Paid Rs 106.85 to 987269150@gpay. UTR 969148766956.,user_0206
TXN00000876,2024-10-11T10:37:46,387.43,INR,UPI,840484@okhdfcbank,Txn to 840484@okhdfcbank of Rs 387.43. Ref 773722686799.,user_0139
TXN00003991,2025-05-25T14:25:10,47.54,INR,PhonePe,931894916@ibl,Paid Rs 47.54 to 931894916@ibl. UTR 682641841780.,user_0317
TXN00002984,2025-11-07T07:03:54,164.79,INR,Paytm,588019@axl,Paid Rs 164.79 to 588019@axl. UTR 726747212380.,user_0385
TXN00001418,2025-09-03T10:55:03,122.07,INR,PhonePe,494990@paytm,"UPI Dr to 494990@paytm, Rs 122.07. Ref 802286792247.",user_0101
TXN00004485,2025-01-26T22:37:10,191.55,INR,PhonePe,927483816@gpay,Paid Rs 191.55 to 927483816@gpay. UTR 469324616612.,user_0499
TXN00003157,2025-11-09T09:58:26,14.37,INR,PhonePe,174456@ybl,Money sent to 174456@ybl. Rs 14.37. Ref 540402386050.,user_0145
TXN00001910,2025-02-01T12:18:06,7353.2,INR,UPI,666787@phonepe,Paid Rs 7353.20 to 666787@phonepe. UTR 861896067378.,user_0085
TXN00003504,2025-10-07T12:35:29,90.15,INR,GPay,933363775@phonepe,Txn to 933363775@phonepe of Rs 90.15. Ref 720058907557.,user_0419
TXN00001498,2025-10-14T20:16:19,49.76,INR,PhonePe,494990@paytm,Money sent to 494990@paytm. Rs 49.76. Ref 473250485743.,user_0224
TXN00003548,2025-07-07T17:33:04,148.39,INR,GPay,987920001@oksbi,Debited Rs 148.39 to 987920001@oksbi. Ref:217215034709,user_0231
TXN00000104,2024-05-31T13:20:14,129.61,INR,Paytm,180325@ybl,Debited Rs 129.61 to 180325@ybl. Ref:607170913272,user_0083
TXN00000730,2025-07-20T16:27:47,388.01,INR,Paytm,840484@okhdfcbank,Debited Rs 388.01 to 840484@okhdfcbank. Ref:941813825796,user_0326
TXN00001427,2025-03-16T13:13:23,241.86,INR,Paytm,494990@paytm,Paid Rs 241.86 to 494990@paytm. UTR 501174422544.,user_0485
TXN00004024,2024-06-08T13:54:41,59.8,INR,GPay,911889428@phonepe,"UPI Dr to 911889428@phonepe, Rs 59.80. Ref 176249108408.",user_0139
TXN00003975,2024-04-29T11:02:21,94.74,INR,UPI,947625730@oksbi,Debited Rs 94.74 to 947625730@oksbi. Ref:688999654580,user_0436
TXN00003686,2025-09-01T22:11:34,205.38,INR,Paytm,982717341@okaxis,Paid Rs 205.38 to 982717341@okaxis. UTR 933654180227.,user_0416
TXN00002286,2025-07-30T20:22:38,32.45,INR,UPI,943130@ibl,"UPI Dr to 943130@ibl, Rs 32.45. Ref 517164281789.",user_0390
TXN00000493,2024-10-30T16:01:04,320.11,INR,GPay,177350@airtelpaymentsbank,Txn to 177350@airtelpaymentsbank of Rs 320.11. Ref 485065870595.,user_0140
TXN00002808,2025-04-01T11:38:54,74.21,INR,Paytm,548011@ibl,"UPI Dr to 548011@ibl, Rs 74.21. Ref 596005473429.",user_0403
TXN00004423,2024-05-18T08:59:01,5274.14,INR,PhonePe,910301796@paytm,Payment Rs 5274.14 to 910301796@paytm. TXN 171688847283,user_0129
TXN00003232,2024-12-06T17:14:10,236.77,INR,GPay,137452@okicici,Txn to 137452@okicici of Rs 236.77. Ref 539084585615.,user_0412
